date	time	from	message	spam	debit	credit	otp	bill
Apr-01-2019	14:33	IMaYATRA IMaYATRA 	"Get your Thailand Visa for free! Book 5 Day tour starting @ Rs.26990 including Flights,Stay,Transfer & more. Call 18602000900 or click http://bit.ly/2COm4b0 T&C  "					
May-29-2019	12:44	HSBCSG HSBCSG 	"HSBCSG: 29MAY2019 12:43 Purchase at WHEAT BAUMKUCHEN NOODLE on *** 0044 for SGD7.80. For assistance, call us at 18004722669 or +6564722669.  "					
May-19-2019	13:22	IMHDFCBN IMHDFCBN 	25th Birthday Special: 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card  1018  Know more:  resu.io/USRY7HZME29n T&C  					
Apr-09-2019	21:04	AXHDFCBN AXHDFCBN 	Did you know?You can get a Loan of Rs. 135000 on your Credit Card xx1018. Here are 5 benefits of choosing Loan on Credit Card for any need. Read NOW: hdfcbk.net/KWb38BJ  					
Apr-25-2019	20:33	TXBDYSHP TXBDYSHP 	LAST DAY TODAY for the Biggest Sale of the year- Earth Day Online Exclusive- Up To 30% Off on all products@ https://bit.ly/2WX8PN1  					
Apr-17-2019	21:12	HSBCSG HSBCSG 	"HSBCSG: 17APR2019 21:12 Purchase at REDBUS on *** 0044 for SGD66.34. For assistance, call us at 18004722669 or +6564722669.  "					
May-18-2019	12:37	VK075188 VK075188 	ÒÇÉÚªûÚâ¢µ£║Õ£║ÒÇæPassword:6956  					
May-18-2019	18:05	VK075188 VK075188 	[DiDi]991379 is your Verification Code. This code will expire in 5 minutes. Please do not disclose it for security purpose.  					
May-16-2019	12:06	HSBCRetail HSBCRetail 	"<ADV> Earn up to 6% p.a. bonus interest when you save and spend with HSBC Everyday Global Account and convert a min. of S$5,000 to Foreign Currencies via HSBC QuickFX app by 30 Jun 2019. Insured up to S$75K by SDIC. T&Cs apply. Visit hsbc.com.sg/savings for details. Unsub <UN> to 74722  "					
May-06-2019	9:37	VKHDFCBK VKHDFCBK 	Rs. 10000.00 credited to a/c XXXXXX2392 on 06-05-19 by a/c linked to VPA neelesh110493@oksbi (UPI Ref No  912607613835).  					
Apr-19-2019	18:54	BWOVNSTR BWOVNSTR 	"It's Election Season: Choose your Cheese with 11-inch Ovenstory Pizza Periperi, Chipotle,Tandoori OR El-Classico Cheese Get 50%OFF Code: PZ50 @ Bit.ly/ospizza  "					
May-17-2019	22:45	AXHDFCBK AXHDFCBK 	"Manage your Credit Card your way! Login to HDFC Bank MobileBanking App, go to Menu>Pay>Cards View Demo:  resu.io/A5S77HZME2LD  #BankTheWayYouLive  "					
May-18-2019	14:49	57575751 57575751 	Use 163618 as your login code for Tantan. (Account Kit by Facebook)  					
May-30-2019	16:29	BZvpaytm BZvpaytm 	"Experience a world full of fun at Imagica water park! Book tickets on Paytm & get up to Rs. 1,500 Cashback*. Code: SUMMER25. Click: http://m.p-y.tm/imgcwp .*T&C  "					
May-29-2019	15:58	HSBCSG HSBCSG 	"HSBCSG: 29MAY2019 15:58 Purchase at 6OZ ESPRESSO BAR - TMC on *** 0044 for SGD17.70. For assistance, call us at 18004722669 or +6564722669.  "					
May-01-2019	20:35	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 20:35 Purchase at NTUC FP-ORCHARD G.C. on *** 0044 for SGD3.20. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-24-2019	16:04	BZOVNSTR BZOVNSTR 	Enjoy 11-inch Fully Loaded Ovenstory Pizzas 50% OFF Code: PZ50 +Paytm CB upto R120 @ Bit.ly/ospizza Check this Cheesy #NextLevel Video bit.ly/NextLevel_Cheesy  					
May-22-2019	20:02	AXMETROS AXMETROS 	"Make a glamorous move with our latest Spring Summer Collection. We have added 250 worth points in your account redeemable on latest footwear @Linking Road, Bandra. Valid till 2-June'19. T&C  "					
Apr-08-2019	13:50	HSBCSG HSBCSG 	HSBCSG: 08APR Transfer from basic account SGD 200.00- to +6587841572  					
May-08-2019	13:00	HSBCSG HSBCSG 	"HSBCSG: 08MAY2019 13:00 Purchase at GRAB *1CA17FE3498D497D on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-28-2019	11:02	GRAB GRAB 	837158 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-14-2019	16:26	IMNOTIME IMNOTIME 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 cr starting at Rs. 563/month http://nmc.sg/eFdrPw  "					
May-09-2019	21:20	ADHDFCBK ADHDFCBK 	"Let's Help Odissa Here are 3 ways to contribute to Odissa Chief Minister's Distress Relief Fund via HDFC Bank. To know more,  resu.io/T3BW7HZME2nZ  "					
May-18-2019	6:24	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    					
Apr-25-2019	18:21	BTWnutap BTWnutap 	Your Prime re-activation is pending. Schedule your KYC visit now for re-activation and get guaranteed cashback of Rs. 500 on your first withdrawal. Cashback valid only if KYC visit date is on or before 28-Apr https://walnut.app/prime  					
Apr-25-2019	14:29	51466 51466 	"Your order for Lotus Herbals Youthrx Anti-Ageing... is cancelled. If you have already paid, refund will be initiated shortly. Details: http://amzn.in/d/227dpar  "					
Apr-26-2019	12:46	BZHDFCSL BZHDFCSL 	"Special trading privilege for you! Now pay Zero Brokerage on Nifty Options trading, till 31st May, 2019. Contact Vaibhav (your RM) - 02262576419  "					
May-14-2019	20:55	BWHDFCBK BWHDFCBK 	COMING SOON! Flipkart Big Shopping Days exclusively with HDFC Bank.  10% Instant Discount &more with EasyEMI &Cards (15-19May) Know more: resu.io/RG5E7HZME2YJ T&C  					
Apr-29-2019	11:25	ADMYAMEX ADMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 27/04/2019  "					
May-19-2019	15:00	VKHDFCBK VKHDFCBK 	"Dear Smart Pay Customer,We have successfully debited your HDFC Bank Credit card ending 1018 to pay your Spay 1316526196 bill for the amount Rs 588.82  "					
May-15-2019	23:32	BTOVNSTR BTOVNSTR 	"Looking for a Cheesy Dinner? Try our 11-inch Ovenstory Pizzas with Chipotle,Tandoori,Periperi Cheese Get 50%OFF Code: PZ50 +Paytm CB upto R120 @ Bit.ly/ospizza  "					
Apr-05-2019	20:43	BTHDFCSC BTHDFCSC 	Your MF SIP in DSP MIDCAP FUND - REGULAR PLAN is due for debit On 07-APR-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
Apr-26-2019	14:20	VKSCRPBX VKSCRPBX 	New portfolio of equity funds for Long Term Wealth is here. Login to your account to start investing in the new funds: http://bit.ly/2IQnHsK  					
May-22-2019	16:49	ADHDFCBK ADHDFCBK 	"Manage your Credit Card! Set Pin instantly, Block Card, Pay Card Bill, Download Card Statement & more in few clicks via NetBanking . Login Now: resu.io/FF9G7HZME29k  "					
May-22-2019	20:43	IMPZLENT IMPZLENT 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/eL7ytS to apply.  					
Jun-06-2019	13:06	GRAB GRAB 	589878 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-17-2019	12:15	HSBCSG HSBCSG 	"HSBCSG: 17MAY Transfer from basic account SGD 7,000.00- to SingX Singapore for to singx to paa  "					
May-19-2019	11:34	IMHDFCBN IMHDFCBN 	25th Birthday Special: 25% OFF at Book My Show! Enjoy this offer exclusively using your HDFC Bank Credit Card  1018  Know more:  resu.io/USRY7HZME29n T&C  					
Apr-11-2019	22:00	AXHDFCBN AXHDFCBN 	"OnePlus 6T at0Rs.33,499 with Credit Card@Amazon FabPhonesFest! Buy NOW:  resu.io/3NMG7HZME29U  +10X Reward Points via SmartBuy till 13 Apr T&C  resu.io/D684aV  "					
Jun-05-2019	15:30	AXQRKPRO AXQRKPRO 	"Dear 74179xxxxx  Rs.1,50,000 cash is waiting for you. Just Install Qureka Pro app now - http://bit.ly/2H5Zltx  "					
May-13-2019	11:45	51466 51466 	Pay Rs 638.00 for your incoming Amazon order Dr More... Click to Pay: http://amzn.in/hjkSU0x   					
May-11-2019	15:44	IMLESSCH IMLESSCH 	"Life is unpredictable! Secure yourself against death, disability & diseases at just Rs.490 pm. Get 1 Cr. Term Life Cover http://nmc.sg/eQkNXt  "					
Apr-11-2019	17:50	AXHDFCBN AXHDFCBN 	It's time for the Amazon.in FabPhoneFest!  FLAT 10% OFF on latest smartphones & electronics using HDFC Bank Cards & EMI (11th-13th Apr)  bit.ly/FabPhones T&C  					
Jun-06-2019	19:35	AXUNLMTD AXUNLMTD 	"Dear customer! Get benefits of a limitless bank with Kotak 811 for DBT. Earn up to 6%* Interest/year. Get virtual debit card & much more. http://nmc.sg/fP604k  On :Jun-07-2019  At: 13:28 From :+918979401190 +918979401190 :  Congratulations, you A/C no. XXXXXX can be credited upto Rs 65390 Submit your details now to get the amount in 5 mins http://bit.ly/2Xx4gts  "					
Apr-18-2019	21:29	20000 20000 	"Welcome! You will receive an installation guide for: MMS, Internet.  "					
May-01-2019	15:20	HSBCSG HSBCSG 	"HSBCSG: 02MAY2019 15:20 Purchase at GRAB *GRABFOOD on *** 0044 for SGD8.03. For assistance, call us at 18004722669 or +6564722669.  "					
May-10-2019	15:16	IM401127 IM401127 	"Craving Non-Veg Friday treats?  Try Navarasams new & exclusive chicken tikka, kheema, mutton dosas! 30% Off Code ZOMATO75 Order now @ http://bit.ly/2JsPRvB  "					
May-22-2019	3:10	AXHDFCBK AXHDFCBK 	Ur transaction on HDFC Bank CREDIT Card ending 1018 for Rs. 2.00  has been credited/reversed by AY5SPT356 on 2019-05-21:20:39:14  					
Apr-04-2019	22:00	ADSBIUPI ADSBIUPI 	"You have successfully registered on Google Pay app. If it's not you, visit your branch or mail us at support.upi@sbi.co.in immediately.  "					
May-13-2019	17:09	HSBCSG HSBCSG 	"HSBCSG: 13MAY2019 17:09 Purchase at PARIS BAGUETTE HONG LEON on *** 0044 for SGD7.70. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-13-2019	14:39	ADFRZMNU ADFRZMNU 	"Cashback of Rs. 75 has been credited to your FreshMoney wallet. Hurry, this will expire in 1 days. Your FreshMoney wallet balance is Rs. 75  "					
Apr-05-2019	4:21	AXHDFCSC AXHDFCSC 	Your MF SIP in DSP MIDCAP FUND - REGULAR PLAN is due for debit On 07-APR-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
May-06-2019	23:04	ADHDFCBN ADHDFCBN 	Use the MobileBanking App to its fullest! Explore and know more about the key services you need on the App. Click on resu.io/XAC27HZME28u NOW.  					
Apr-15-2019	13:40	HSBCSG HSBCSG 	"HSBCSG: 15APR2019 13:40 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-19-2019	11:10	AXMYAMEX AXMYAMEX 	A charge of INR 1.00 has been initiated on your American Express Card No. ***81003 at GOOGLE SERVICES on 19/04/2019 at 08:40AM IST.  					
May-11-2019	15:04	51466 51466 	Pay Rs 183.00 for your incoming Amazon order Mamaear... Click to Pay: http://amzn.in/3HA5Erj   					
May-06-2019	19:50	AXHDFCBN AXHDFCBN 	"Akshaya Tritiya Special!  5X Reward points on jewelry+ additional upto Rs 5,000 Discount@ Tanishq using HDFC Bank Cards  Valid till 7thMay  resu.io/7KNP7HZME2Ma  "					
May-15-2019	21:21	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    					
May-04-2019	12:26	ADLALPAT ADLALPAT 	"Abki bar Sehat se Pyar! Choose Swasthfit Health Packages from Dr Lal PathLabs @ Rs 1,399 (DNCR only). Hurry! To Book CLICK bit.ly/2VbtY8R or Call +911139885050  "					
Apr-17-2019	21:28	IGNETMED IGNETMED 	Ends Soon! Flat 20% OFF on meds + 10% NMS Cash Use code: NETMEDS30 Pay through select e-wallets and earn up to 50% cashback. *T&C https://nms.care/apr17_pe  					
May-13-2019	10:25	GRAB GRAB 	951859 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-30-2019	11:42	AXNETMED AXNETMED 	"Netmeds.com: Redeem your Netmeds cashback of Rs. 100.00, expires in 72 hours. Your current e-Wallet balance is Rs. 100.00. Use the e-wallet money to place your order. Shop Now http://www.netmeds.com/  "					
Apr-04-2019	23:16	09664555555 09664555555 	bb8022d55db755fea5a32e5ebf8f29ca9cf  					
May-04-2019	12:51	HSBCSG HSBCSG 	"HSBCSG: 04MAY2019 12:51 Purchase at KLOOK TECHNOLOGY on *** 0044 for SGD71.67. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-09-2019	18:58	121 121 	"Ebill dated 09-Apr-19 bill for your airtel mobile will be sent to neelesh110493@gmail.com shortly. Your ebill password (all lower case) is mtk2. To continue receiving ebills, SMS STOP PAPER <your email id> to 121 from your airtel mobile.  "					
Apr-23-2019	16:20	VKUSTRAA VKUSTRAA 	"Bro, buy USTRAA products get 20% off. Buy for more than 799 & get 20% + 20% Off. Limited Period Offer. Shop Now-> https://tx.gl/r/dEzX/IXRH2/g9oYgn8  "					
Apr-17-2019	13:58	ADHDFCBN ADHDFCBN 	Shop for your favourite brand! With HDFC Bank EasyEMI on Debit Card 7734 enjoy XTRA 5% CashBack* Your Preapproved EasyEMI limit: Rs.350000 Click: bit.ly/Cash22  					
May-18-2019	19:32	1069221952844 1069221952844 	ÒÇÉµ╗┤µ╗┤Õç║ÞíîÒÇæYou have successfully enabled Non-China credit cards password-free payment at 5/18 19:32. You may use this feature for your next fare payment  					
Apr-16-2019	20:01	AXCKSTRY AXCKSTRY 	Hey there! We've added 100 Points worth INR 100 to your account at cakestory.in/order-online . Checkout cakestory.in/loyalty for more details :)  					
Apr-11-2019	0:02	HSBCSG HSBCSG 	"HSBCSG: 11APR2019 00:01 Purchase at WINE CONNECTION-CHEESE B on *** 0044 for SGD56.50. For assistance, call us at 18004722669 or +6564722669.  "					
May-05-2019	12:47	HSBCSG HSBCSG 	"HSBCSG: 06MAY2019 12:47 Purchase at FRESHLY BAKED BY LE BIJO on *** 0044 for SGD33.30. For assistance, call us at 18004722669 or +6564722669.  "					
May-03-2019	21:47	AXHDFCBN AXHDFCBN 	Public Holiday SALE @Big Bazaar is LIVE! Rs.600 CashBack + EXTRA upto Rs. 400 OFF on monthly essentials using HDFC Bank Cards till 5th May  resu.io/GSDZ7HZME2rv T&C  					
Apr-05-2019	4:21	AXNPCIBM AXNPCIBM 	your registration for BHIM app has started. If it is not you please report now to your bank. Donâ€™t share card details/OTP to avoid any financial loss.  					
May-15-2019	16:48	BRMUTUAL BRMUTUAL 	"Dear Paisabazaar customer, We have noticed you have not been active on our Mutual Fund platform. We request your feedback to improve our services. if you have faced any issue with our platform or services give us a missed call on 01246487622, if you want to speak to one of our certified advisors for any investment need, give a missed call on  01246487623.  "					
May-13-2019	22:08	ADHDFCBN ADHDFCBN 	COMING SOON! Flipkart Big Shopping Days exclusively with HDFC Bank. 10% Instant Discount & more with EasyEMI & Cards (15-19May) Know more: resu.io/VZH97HZME2o4 T&C  					
May-04-2019	20:26	ADHDFCBN ADHDFCBN 	"Flat 40% discount on your favourite cuisine! Enjoy it @ premium restaurants like : Cafe G - Crowne Plaza , Cafe NH8 - Radisson, Hard Rock Cafe & more on Friday, Saturday & Sunday Pay with HDFC Bank Cards hdfcbk.co/w6dYv1 T&C  "					
May-10-2019	13:51	GRAB GRAB 	966389 is your Grab Activation Code (GAC). It expires in 2 minutes.  					
May-17-2019	15:54	BRCNFIRM BRCNFIRM 	"Hi,  Your ICICI Credit Card can be approved. Check Now   http://v3n.in/ZWPPKLHYLMWP  "					
May-17-2019	20:51	IMSELCTD IMSELCTD 	SELECTED Super Weekend is here! Buy 2 Get 30% OFF* Buy 3 Get 40% OFF* See you at the SELECTED store. Offer valid till 19th May. T&C  					
Apr-10-2019	18:15	VKUSTRAA VKUSTRAA 	Get ready for summer with the Power Play Sale. Use code PLAY20 & get 20% OFF on all USTRAA products. Shop now-> https://tx.gl/r/dsDf/IdCYY/g9oYgn8  					
Jun-01-2019	12:39	IM401127 IM401127 	"Weekend with Navarasams South Indian breakfast meals! Try our saatvikam idlis, vadas & dosas @special 40% Off Code ZOMATO Order now @ http://bit.ly/2JsPRvB  "					
Jun-01-2019	18:08	VKSCRPBX VKSCRPBX 	"Your Scripbox Summary as on Jun 1, 2019   Neelesh Sharma You have Rs. 1.66L   Market performance in May 2019: https://l.scrpbx.in/a/3BE73E Dashboard: https://l.scrpbx.in/a/7E2AF91  "					
May-20-2019	11:18	VKMYAMEX VKMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 18/05/2019  On :May-01-2019  At: 22:15 From :+6590249974 +6590249974 :  82569 is your one-time WiFi password. The password is valid for 10 mins. From #WiFi@Changi  On :May-17-2019  At: 22:51 From :+6590249974 +6590249974 :  47525 is your one-time WiFi password. The password is valid for 10 mins. From #WiFi@Changi  "					
Apr-16-2019	18:49	HSBCSG HSBCSG 	"HSBCSG: 16APR2019 18:49 Purchase at SKINNY'S LOUNGE on *** 0044 for SGD56.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-22-2019	19:16	IMPZLENT IMPZLENT 	Instant personal loan starting from just 10.99% for people above Rs 30000 monthly salary. Disbursal in just 48Hrs.Click http://nmc.sg/eL7ytS to apply.  					
Apr-22-2019	9:49	STMWELCOME STMWELCOME 	"Welcome to Singapore! To reach a local number, please dial +65<phone no>. To make calls to an international location, please dial: <country code><area code><phone no>.  "					
May-27-2019	10:37	HSBCSG HSBCSG 	"HSBCSG: 27MAY2019 10:36 Purchase at TRANSIT on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-29-2019	21:41	ADSAVING ADSAVING 	Open Zero Balance A/c for DBT with Kotak Mahindra Bank & get Assured Cashbacks on transactions. Click   rml.lu/yhQoWo to avail this offer. *T&C  					
Apr-17-2019	21:12	REDBUS REDBUS 	"M-ticket ( No need for Printouts. Show this to driver for boarding the coach ) Download M-ticket before boarding  s.redbus.com/mrnbpg0  TicketNo: 1DSRWUX6 SeatNo: 23,22  "					
Apr-20-2019	19:22	VKUSTRAA VKUSTRAA 	USTRAA Exclusive For You. Get 20% +20% OFF on orders above Rs. 799 & 20% OFF for below Rs. 799. Use Code: MORE20. Buy Now-> https://tx.gl/r/dD2E/IP73M/g9oYgn8  					
Apr-04-2019	18:22	ADvONEMG ADvONEMG 	"Old is gold Ayurveda is not just natural, it's also one of the world's oldest healing methods. Explore our all-new range of products now- http://nmc.sg/dnfPaW  "					
May-10-2019	21:05	HSBCSG HSBCSG 	"HSBCSG: 10MAY2019 21:05 Purchase at GRAB *140998087-9-138 on *** 0044 for SGD7.90. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-05-2019	21:21	AXHDFCBN AXHDFCBN 	India's score=Your CashBack Spend Rs.2000 on dine-in/online orders via HDFC Bank Debit Card & earn CashBack everytime India plays! resu.io/5YBC7HZME2sP TnC  					
May-18-2019	18:04	VK075188 VK075188 	[DiDi]384777 is your Verification Code. This code will expire in 5 minutes. Please do not disclose it for security purpose.  					
May-16-2019	18:29	IMPBDGIT IMPBDGIT 	Rs.1000 & 2 mins to try Mutual Funds.See your money grow with Paisabazaar. Mutual Funds Sahi Hai http://nmc.sg/ebPqM7  					
May-09-2019	23:05	AXTRVTGL AXTRVTGL 	"Your summer holiday awaits! Check out this handpicked holiday to Bali for 4N/5D @17000 only. Get stay, city tour & more. Book now weurl.co/F3X4Z  "					
Apr-18-2019	21:29	2901 2901 	"You are entitled to Free Internet for your Reload. Dial *888*1# to redeem Free Internet 100MB within 24 hours.You have been granted with Free IDD Minutes, please dial *888*1# to redeem you free IDD minutes  "					
May-10-2019	13:57	ADARROWA ADARROWA 	ARROW CASHBACK WEEKEND! Shop for Rs5999 & get 25% Cashback Aristocracy Points. Valid till 12 May T&C http://bit.ly/MayArr  					
Apr-16-2019	22:33	HSBCSG HSBCSG 	"HSBCSG: 17APR2019 22:33 Purchase at GRAB *1409980872002702 on *** 0044 for SGD20.00. For assistance, call us at 18004722669 or +6564722669.  "					
May-03-2019	20:32	HPCKSTRY HPCKSTRY 	"Hi NEELESH SHARMA ! You have 100 Points in your The Cake Story's wallet. Now, redeem up to Rs.100 on every online order at cakestory.in . Hurry, Redeem it NOW :)  "					
Jun-06-2019	12:31	51466 51466 	Arriving Today: Amul Comfy Men's Cotton Sele... will be delivered by AmzAgent(+911246811004 PIN 3469). Pay Rs.320 by Cash/Card. Track: http://amzn.in/d/1mwlPF2  					
May-27-2019	13:17	ADNOBRKR ADNOBRKR 	"Hi Neelesh Sharma,  Is your BHK2 property in Sector 24 available for rent? To reactivate your property Ad for FREE, give a missed call at 7208572085  "					
Jun-07-2019	17:26	HPUrShop HPUrShop 	Special Offer for you on The Man Box. Use coupon code MB2700 and get Rs 700 Off on these 8 carefully curated essentials. Buy it Here https://bit.ly/2K9l8DJ  					
Apr-07-2019	14:29	ADvONEMG ADvONEMG 	"Why Settle for Less? Know your health needs and get better healthcare at fair prices. This World Health Day, ask for more with us - http://nmc.sg/dj5JZE  "					
Apr-26-2019	19:12	AXSELCTD AXSELCTD 	BUY 1 GET 20% OFF* on polo T-Shirts in summer colours by SELECTED. Visit the SELECTED store or shop online at www.selectedhomme.in  T&C  					
Jun-06-2019	20:51	BTHDFCSC BTHDFCSC 	Your MF SIP in DSP MIDCAP FUND - REGULAR PLAN is due for debit On 07-JUN-19. Value : 3000 Trd No: 2979549 Kindly keep sufficient funds in your account. To Track Click here http://bit.ly/2uEEMez  					
Apr-22-2019	1:49	DiGi DiGi 	"Roaming Tip: To call Malaysia, dial +60<Malaysian No.> eg: +60162345678. To call a Local No. in Singapore, dial +65<Local No.> eg: +6512345678  "					
May-16-2019	19:45	HSBCSG HSBCSG 	"HSBCSG: 16MAY2019 19:45 Purchase at TPT-FAIR - THE PLANET TR on *** 0044 for SGD269.10. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-25-2019	14:28	51466 51466 	"Your order for Bio-Oil Specialist Skincare Oil, ... is cancelled. If you have already paid, refund will be initiated shortly. Details: http://amzn.in/d/eFYGhuN  "					
May-18-2019	6:18	121 121 	"Welcome to China! Opt for Airtel's International Roaming pack & enjoy UNLIMITED Min free incoming calls, 3 GB data and 250 mins of free local/calls to India & 100 SMS at just Rs.3599 for 10 days. To activate, call +919910099100 (International Tollfree) or click www.airtel.in/ir (data charges apply). Airtel wishes you a happy stay.  "					
May-02-2019	1:45	BRFBHTLS BRFBHTLS 	#FabWednesdays - Get Extra 30% OFF on FabHotels. Use code: STAY30. Visit: http://bit.ly/2Y18Pw6 to book! Offer valid till midnight for check-ins till 31st May!  					
May-06-2019	13:19	51466 51466 	Pay Rs 1718.00 for your incoming Amazon order Hicks N... Click to Pay: http://amzn.in/7O7Tc4b   					
Apr-05-2019	11:55	HSBCSG HSBCSG 	"HSBCSG: 05APR2019 11:55 Purchase at POS on *** 0044 for SGD7.90. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-26-2019	17:41	BTWnutap BTWnutap 	Your Prime re-activation is pending. Schedule your KYC visit now for re-activation and get guaranteed cashback of Rs. 500 on your first withdrawal. Cashback valid only if KYC visit date is on or before 28-Apr https://walnut.app/prime  					
May-12-2019	21:47	HSBCSG HSBCSG 	"HSBCSG: 13MAY2019 21:47 Purchase at GUARDIAN 313 @ SOMERSET on *** 0044 for SGD14.30. For assistance, call us at 18004722669 or +6564722669.  "					
May-06-2019	16:55	BWSECURE BWSECURE 	"Don't wait for time to run out, protect your family. Life insurance of Rs. 1 CR starting at Rs. 490/month. For details, http://1kx.in/OpvLDnHak5N  "					
May-04-2019	23:18	HSBCSG HSBCSG 	"HSBCSG: 06MAY2019 23:18 Purchase at BLU JAZ CAFA on *** 0044 for SGD52.97. For assistance, call us at 18004722669 or +6564722669.  "					
Jun-03-2019	11:18	ADMYAMEX ADMYAMEX 	"Dear Cardmember,Your balance on American Express card ending in 81003 is 0.00 as of 31/05/2019  "					
Apr-01-2019	15:36	IMaYATRA IMaYATRA 	"No Kidding! Flat Rs.5000 off on Ladakh tours starting @ Rs.34999 including flight,stay,meals,transfers,sightseeing. Offer valid for 48 hrs. Call 18602001800 or click http://bit.ly/2NVMpbc T&C  "					
Apr-25-2019	15:43	HSBCSG HSBCSG 	"HSBCSG: 25APR Salary to basic account SGD 6,885.80+  "					
Jun-05-2019	17:35	HSBCSG HSBCSG 	"HSBCSG: 06JUN2019 17:35 Purchase at GRAB * on *** 0044 for SGD1.00. For assistance, call us at 18004722669 or +6564722669.  "					
Apr-08-2019	13:07	VKCCBANK VKCCBANK 	"Hi Neelesh, get 71 litres free petrol every year with the IndianOil Citi Platinum Credit Card. Apply now. TnC apply bnkbzr.co/MhDdOmDj8z  "					
May-17-2019	16:04	BZONESTA BZONESTA 	Lucky Number 3! Buy 2 Get 1 Free Unlimited Pizza meal at Onesta over the weekend! Use Code: MPU21TKD5TKD !Valid till 19th May. TnC Apply  					
Apr-18-2019	19:26	121 121 	Important Info: (1) International roaming pack discounts are not applicable on premium/satellite calls/Maritime/Aero mobile (usage in aircraft)/Ship Cruise (2) Deactivate Call Diverts/Voice Mails on your Airtel Mobile by dialing ##002#    					
May-16-2019	14:47	AXHLTOFR AXHLTOFR 	Need a natural prescription to cure acne and dark marks? Try Tea Tree Face Wash+Serum for 30 days for a clear skin. 80% LybrateCash back. Miss call@ 7208085710  					
Apr-30-2019	20:04	BTTstory BTTstory 	[Teestory - Ultimate Badass] The Most Badass Arya Stark Tees of the Year are Here.Don't Miss out on our NEW LAUNCH. Size XS-7XL. Shop Now: http://bit.ly/ARYAS  					
Apr-03-2019	14:58	ADMMMCOM ADMMMCOM 	"Hi Neelesh, Get Instant Personal Loan @ 10.99%. Zero Foreclosure, Part Payment, Top-up and Balance Transfer facility. Call us @ 7290033670  "					
Jun-08-2019	1:21	HPrylBBQ HPrylBBQ 	A FAMILY THAT EATS TOGETHER STAYS TOGETHER enjoy BBQ LUNCH BUFFET @499 FOR VEG @599 FOR NON VEG FOR BOOKINGS PHN@8920911765 OR WHATSAPP@https://wa.me/918920911765 HAVE A GLIMPSE @FB https://www.facebook.com/288990251772889/posts/299310814074166/ @YOUTUBE https://www.youtube.com/watch?v=L22zDjWgjGw&t=8s BOOK FROM ZOMATO https://www.zomato.com/ncr/royal-castle-barbecue-tilak-nagar-new-delhi LOCATION  https://maps.app.goo.gl/ito3Y OFFER VALID FOR 7/6/19    					
Jun-08-2019	16:59	VKHDFCBK VKHDFCBK 	"Dear Customer, 738053 is your SECRET OTP(One Time Password) to authenticate your login to NetBanking. Do not share it with anyone.   "					
May-21-2019	4:08	ERecharge ERecharge 	Thank You For Bill Payment Of Rs 588.82/- On 21-05-2019 at 01:38AM.Your E- Receipt Number Is: 668278898.To Manage your Airtel account dial *121#  					
May-06-2019	10:38	51466 51466 	Pay Rs 183.00 for your incoming Amazon order Mamaear... Click to Pay: http://amzn.in/28dK48v   					
May-03-2019	19:40	AXZETAMB AXZETAMB 	Your Sodexo Card 637513-xxxxxx-2765 has no debit or credit transaction for the last 211 days. Use your card now to avoid an Inactive Fee.  					
May-09-2019	19:01	AWAIRTEL AWAIRTEL 	"My Airtel App is now Airtel Thanks App!   Now Claim rewards, Track usage, Pay bills, Change plans & much more - all in one app. Update now www.airtel.in/5/myapp  "					
